Id,Category
443,12
444,10
445,5
446,5
447,2
448,0
449,4
450,3
451,0
452,9
453,4
454,7
455,8
456,4
457,4
458,3
459,3
460,9
461,8
462,9
463,3
464,1
465,7
466,8
467,4
468,2
469,11
470,7
471,11
472,7
473,10
474,7
475,11
476,6
477,6
478,11
479,4
480,6
481,7
482,3
483,12
484,12
485,7
486,3
487,6
488,4
489,7
490,0
491,9
492,4
493,11
494,4
495,8
496,3
497,6
498,3
499,5
500,5
501,5
502,4
503,6
504,7
505,6
506,1
507,6
508,1
509,12
510,2
511,9
512,9
513,0
514,2
515,2
516,11
517,1
518,2
519,7
520,3
521,5
522,2
523,7
524,7
525,9
526,5
527,6
528,11
529,10
530,9
531,9
532,3
533,0
534,2
535,7
536,3
537,3
538,3
539,3
540,8
541,3
542,9
543,10
544,2
545,6
546,7
547,0
548,8
549,8
550,8
551,9
552,0
553,12
554,6
555,8
556,7
557,5
558,5
559,0
560,5
561,4
562,4
563,9
564,6
565,12
566,5
567,7
568,5
569,8
570,2
571,0
572,1
573,7
574,11
575,0
576,11
577,4
578,8
579,10
580,0
581,1
582,0
583,9
584,4
585,9
586,1
587,3
588,3
589,9
590,6
591,7
592,2
593,1
594,10
595,3
596,5
597,11
598,0
599,8
600,8
601,1
602,1
603,9
604,8
605,2
606,6
607,7
608,0
609,1
610,10
611,3
612,8
613,11
614,8
615,6
616,7
617,11
618,8
619,12
620,0
621,0
622,11
623,8
624,4
625,11
626,11
627,3
628,4
629,9
630,6
631,11
632,1
633,0
634,3
635,2
636,1
637,0
638,6
639,9
640,9
641,3
642,11
643,0
644,7
645,11
646,12
647,4
648,4
649,10
650,3
651,11
652,12
653,7
654,4
655,3
656,12
657,1
658,3
659,8
660,8
661,6
662,8
663,9
664,6
665,9
666,0
667,7
668,8
669,9
670,12
671,1
672,8
673,7
674,5
675,11
676,3
677,2
678,9
679,0
680,12
681,3
682,4
683,4
684,1
685,8
686,1
687,7
688,1
689,3
690,11
691,1
692,11
693,2
694,12
695,9
696,11
697,5
698,6
699,9
700,5
701,11
702,1
703,8
704,11
705,11
706,10
707,9
708,5
709,1
710,9
711,10
712,11
713,9
714,6
715,3
716,0
717,5
718,0
719,9
720,6
721,2
722,7
723,12
724,8
725,4
726,3
727,8
728,4
729,0
730,1
731,9
732,8
733,12
734,8
735,4
736,4
737,5
738,8
739,3
740,12
741,3
742,8
743,9
744,4
745,5
746,11
747,9
748,11
749,3
750,1
751,0
752,11
753,11
754,5
755,1
756,8
757,3
758,1
759,11
760,11
761,2
762,1
763,8
764,3
765,9
766,6
767,3
768,5
769,9
770,5
771,10
772,1
773,9
774,8
775,9
776,4
777,3
778,12
779,4
780,1
781,11
782,4
783,3
784,12
785,1
786,7
787,12
788,6
789,5
790,5
791,3
792,4
793,7
794,3
795,12
796,8
797,12
798,9
799,3
800,7
801,2
802,0
803,9
804,8
805,10
806,7
807,9
808,3
809,12
810,12
811,7
812,7
813,3
814,4
815,0
816,8
817,12
818,1
819,4
820,12
821,2
822,7
823,9
824,11
825,10
826,6
827,5
828,9
829,9
830,12
831,10
832,8
833,9
834,7
835,6
836,0
837,7
838,9
839,0
840,1
841,8
842,7
843,2
844,2
845,6
846,7
847,0
848,1
849,8
850,7
851,10
852,12
853,8
854,7
855,3
856,10
857,10
858,9
859,0
860,3
861,9
862,9
863,4
864,8
865,3
866,5
867,2
868,10
869,6
870,9
871,4
872,1
873,5
874,8
875,11
876,6
877,6
878,8
879,9
880,9
881,7
882,0
883,0
884,0
885,7
886,4
887,1
888,9
889,10
890,5
891,12
892,9
893,11
894,0
895,12
896,11
897,1
898,7
899,0
900,7
901,4
902,10
903,0
904,8
905,8
906,2
907,2
908,12
909,11
910,5
911,11
912,1
913,9
914,3
915,1
916,9
917,1
918,6
919,10
920,2
921,7
922,12
923,1
924,0
925,1
926,1
927,1
928,3
929,6
930,9
931,11
932,0
933,4
934,2
935,6
936,1
937,1
938,8
939,1
940,4
941,3
942,12
943,11
944,1
945,12
946,7
947,9
948,0
949,8
950,0
951,9
952,10
953,8
954,2
955,11
956,7
957,5
958,4
959,1
960,7
961,7
962,0
963,4
964,2
965,2
966,3
967,6
968,7
969,12
970,8
971,6
972,7
973,8
974,5
975,4
976,1
977,7
978,7
979,1
980,8
981,7
982,5
983,9
984,9
985,2
986,1
987,12
988,0
989,5
990,11
991,11
992,6
993,11
994,7
995,5
996,9
997,0
998,1
999,7
1000,6
1001,3
1002,2
1003,7
1004,3
1005,5
1006,9
1007,11
1008,9
1009,9
1010,7
1011,8
1012,9
1013,0
1014,0
1015,5
1016,7
1017,1
1018,11
1019,5
1020,7
1021,11
1022,7
1023,6
1024,8
1025,3
1026,9
1027,9
1028,3
1029,0
1030,7
1031,3
1032,3
1033,2
1034,4
1035,9
1036,1
1037,9
1038,6
1039,3
1040,0
1041,10
1042,7
1043,1
1044,7
1045,2
1046,4
1047,11
1048,7
1049,8
1050,4
1051,12
1052,6
1053,6
1054,12
1055,1
1056,6
1057,3
1058,8
1059,2
1060,3
1061,0
1062,8
1063,3
1064,4
1065,7
1066,7
1067,1
1068,10
1069,3
1070,3
1071,6
1072,6
1073,8
1074,5
1075,0
1076,4
1077,0
1078,3
1079,5
1080,3
1081,8
1082,3
1083,8
1084,11
1085,6
1086,2
1087,5
1088,6
1089,6
1090,12
1091,7
1092,5
1093,2
1094,8
1095,7
1096,1
1097,6
1098,1
1099,6
1100,8
1101,7
1102,5
1103,6
1104,7
1105,9
1106,11
1107,5
1108,8
1109,1
1110,1
1111,2
1112,0
1113,9
1114,9
1115,9
1116,1
1117,0
1118,3
1119,8
1120,5
1121,6
1122,6
1123,9
1124,9
1125,6
1126,7
1127,0
1128,9
1129,9
1130,5
1131,9
1132,4
1133,9
1134,0
1135,3
1136,8
1137,7
1138,10
1139,0
1140,11
1141,3
1142,3
1143,7
1144,12
1145,7
1146,1
1147,10
1148,7
1149,12
1150,8
1151,8
1152,5
1153,6
1154,2
1155,1
1156,8
1157,0
1158,4
1159,2
1160,10
1161,11
1162,4
1163,4
1164,0
1165,0
1166,6
1167,6
1168,3
1169,3
1170,10
1171,8
1172,11
1173,1
1174,9
1175,6
1176,8
1177,8
1178,3
1179,2
1180,2
1181,2
1182,12
1183,9
1184,1
1185,11
1186,6
1187,9
1188,6
1189,11
1190,3
1191,2
1192,12
1193,9
1194,8
1195,1
1196,4
1197,10
1198,10
1199,6
1200,3
1201,5
1202,7
1203,5
1204,7
1205,0
1206,9
1207,3
1208,0
1209,3
1210,8
1211,6
1212,12
1213,9
1214,12
1215,4
1216,0
1217,10
1218,9
1219,3
1220,4
1221,1
1222,7
1223,1
1224,7
1225,3
1226,9
1227,6
1228,1
1229,11
1230,2
1231,6
1232,7
1233,12
1234,10
1235,12
1236,7
1237,1
1238,11
1239,3
1240,11
1241,8
1242,9
1243,9
1244,7
1245,11
1246,3
1247,1
1248,7
1249,11
1250,10
1251,11
1252,8
1253,4
1254,12
1255,11
1256,2
1257,12
1258,12
1259,8
1260,9
1261,0
1262,3
1263,3
1264,7
1265,1
1266,5
1267,6
1268,4
1269,1
1270,11
1271,12
1272,4
1273,6
1274,4
1275,3
1276,9
1277,10
1278,6
1279,11
1280,12
1281,1
1282,9
1283,6
1284,12
1285,6
1286,8
1287,8
1288,7
1289,5
1290,2
1291,4
1292,4
1293,3
1294,11
1295,3
1296,9
1297,5
1298,2
1299,8
1300,5
1301,0
1302,0
1303,5
1304,3
1305,0
1306,3
1307,11
1308,11
1309,4
1310,2
1311,3
1312,11
1313,7
1314,7
1315,0
1316,1
1317,4
1318,6
1319,8
1320,5
1321,3
1322,9
1323,12
1324,1
1325,0
1326,3
1327,5
1328,12
1329,11
1330,1
1331,9
1332,0
1333,10
1334,1
1335,9
1336,3
1337,4
1338,6
1339,0
1340,4
1341,6
1342,2
1343,8
1344,6
1345,0
1346,3
1347,9
1348,5
1349,6
1350,0
1351,8
1352,6
1353,1
1354,8
1355,9
1356,3
1357,3
1358,11
1359,3
1360,5
1361,9
1362,11
1363,3
1364,5
1365,4
1366,0
1367,6
1368,7
1369,3
1370,9
1371,1
1372,8
1373,2
1374,1
1375,12
1376,1
1377,6
1378,2
1379,2
1380,11
1381,4
1382,1
1383,6
1384,6
1385,4
1386,8
1387,2
1388,4
1389,4
1390,0
1391,4
1392,1
1393,1
1394,3
1395,4
1396,3
1397,5
1398,0
1399,2
1400,0
1401,3
1402,8
1403,1
1404,5
1405,5
1406,6
1407,0
1408,2
1409,4
1410,3
1411,12
1412,5
1413,3
1414,7
1415,8
1416,3
1417,8
1418,2
1419,12
1420,7
1421,1
1422,1
1423,10
1424,1
1425,7
1426,6
1427,8
1428,1
1429,11
1430,4
1431,12
1432,12
1433,4
1434,11
1435,11
1436,12
1437,5
1438,0
1439,0
1440,7
1441,6
1442,7
1443,9
1444,6
1445,12
1446,5
1447,9
1448,1
1449,12
1450,3
1451,2
1452,11
1453,11
1454,3
1455,5
1456,0
1457,1
1458,3
1459,4
1460,3
1461,3
1462,1
1463,6
1464,9
1465,6
1466,5
1467,0
1468,9
1469,1
1470,5
1471,11
1472,2
1473,3
1474,3
1475,3
1476,9
1477,4
1478,2
1479,9
1480,1
1481,0
1482,8
1483,7
1484,7
1485,3
1486,9
1487,5
1488,8
1489,0
1490,8
1491,9
1492,8
1493,4
1494,9
1495,8
1496,0
1497,2
1498,7
1499,7
1500,1
1501,9
1502,11
1503,6
1504,8
1505,7
1506,0
1507,6
1508,1
1509,5
1510,2
1511,7
1512,4
1513,1
1514,0
1515,7
1516,0
1517,10
1518,4
1519,10
1520,3
1521,0
1522,8
1523,4
1524,11
1525,0
1526,11
1527,5
1528,7
1529,5
1530,7
1531,10
1532,4
1533,9
1534,11
1535,3
1536,12
1537,1
1538,7
1539,5
1540,2
1541,0
1542,12
1543,3
1544,1
1545,7
1546,1
1547,12
1548,4
1549,12
1550,12
1551,9
1552,3
1553,1
1554,6
1555,3
1556,3
1557,5
1558,1
1559,7
1560,8
1561,6
1562,2
1563,9
1564,0
1565,12
1566,4
1567,10
1568,9
1569,7
1570,4
1571,12
1572,10
1573,12
1574,9
1575,3
1576,0
1577,11
1578,0
1579,10
1580,6
1581,6
1582,7
1583,0
1584,4
1585,0
1586,5
1587,6
1588,0
1589,5
1590,12
1591,5
1592,3
1593,8
1594,12
1595,5
1596,12
1597,12
1598,11
1599,1
1600,12
1601,12
1602,4
1603,6
1604,1
1605,6
1606,11
1607,7
1608,8
1609,7
1610,9
1611,3
1612,8
1613,4
1614,3
1615,11
1616,12
1617,7
1618,3
1619,9
1620,4
1621,5
1622,11
1623,7
1624,6
1625,12
1626,3
1627,1
1628,6
1629,1
1630,9
1631,6
1632,7
1633,0
1634,1
1635,7
1636,6
1637,4
1638,5
1639,9
1640,5
1641,9
1642,11
1643,1
1644,2
1645,4
1646,8
1647,6
1648,6
1649,4
1650,3
1651,1
1652,9
1653,6
1654,6
1655,11
1656,8
1657,9
1658,9
1659,10
1660,6
1661,1
1662,2
1663,8
1664,10
1665,11
1666,8
1667,11
1668,11
1669,0
1670,8
1671,0
1672,3
1673,8
1674,1
1675,12
1676,1
1677,2
1678,3
1679,8
1680,11
1681,5
1682,3
1683,1
1684,10
1685,11
1686,11
1687,9
1688,6
1689,12
1690,11
1691,1
1692,11
1693,10
1694,3
1695,5
1696,8
1697,6
1698,6
1699,8
1700,1
1701,11
1702,9
1703,10
1704,11
1705,10
1706,7
1707,0
1708,7
1709,11
1710,9
1711,5
1712,6
1713,6
1714,3
1715,3
1716,12
1717,1
1718,9
1719,1
1720,10
1721,8
1722,1
1723,11
1724,5
1725,6
1726,11
1727,10
1728,8
1729,5
1730,3
1731,2
1732,2
1733,8
1734,4
1735,9
1736,4
1737,8
1738,3
1739,7
1740,11
1741,12
1742,4
1743,10
1744,11
1745,2
1746,4
1747,9
1748,12
1749,8
1750,12
1751,9
1752,6
1753,6
1754,6
1755,0
1756,6
1757,6
1758,9
1759,8
1760,3
1761,10
1762,9
1763,5
1764,12
1765,10
1766,7
1767,1
1768,12
1769,7
1770,7
1771,7
1772,2
1773,1
1774,2
1775,8
1776,11
1777,1
1778,8
1779,0
1780,5
1781,2
1782,12
1783,7
1784,8
1785,11
1786,12
1787,1
1788,5
1789,3
1790,7
1791,6
1792,10
1793,12
1794,6
1795,11
1796,1
1797,8
1798,5
1799,6
1800,3
1801,10
1802,9
1803,11
1804,7
1805,11
1806,6
1807,7
1808,11
1809,6
1810,11
1811,12
1812,4
1813,0
1814,12
1815,7
1816,9
1817,6
1818,8
1819,9
1820,6
1821,0
1822,11
1823,9
1824,11
1825,5
1826,11
1827,12
1828,3
1829,1
1830,4
1831,6
1832,11
1833,9
1834,0
1835,3
1836,9
1837,8
1838,9
1839,6
1840,6
1841,1
1842,11
1843,11
1844,2
1845,8
1846,12
1847,9
1848,0
1849,0
1850,2
1851,7
1852,12
1853,8
1854,11
1855,2
1856,8
1857,3
1858,9
1859,8
1860,11
1861,3
1862,0
1863,10
1864,10
1865,1
1866,5
1867,11
1868,10
1869,7
1870,7
1871,8
1872,7
1873,0
1874,8
1875,0
1876,0
1877,9
1878,3
1879,6
1880,9
1881,12
1882,12
1883,5
1884,2
1885,11
1886,0
1887,11
1888,8
1889,0
1890,11
1891,4
1892,6
1893,8
1894,5
1895,9
1896,3
1897,1
1898,1
1899,11
1900,6
1901,12
1902,6
1903,6
1904,11
1905,4
1906,11
1907,0
1908,1
1909,9
1910,4
1911,11
1912,6
1913,11
1914,12
1915,9
1916,2
1917,8
1918,12
1919,7
1920,9
1921,11
1922,6
1923,5
1924,0
1925,8
1926,7
1927,4
1928,5
1929,3
1930,7
1931,5
1932,11
1933,4
1934,1
1935,12
1936,5
1937,1
1938,1
1939,7
1940,3
1941,11
1942,7
1943,1
1944,9
1945,11
1946,8
1947,9
1948,7
1949,8
1950,8
1951,10
1952,2
1953,5
1954,7
1955,9
1956,10
1957,1
1958,3
1959,10
1960,3
1961,1
1962,11
1963,9
1964,3
1965,1
1966,7
1967,2
1968,12
1969,11
1970,11
1971,12
1972,11
1973,1
1974,11
1975,5
1976,3
1977,3
1978,12
1979,11
1980,11
1981,4
1982,7
1983,0
1984,11
1985,10
1986,8
1987,1
1988,12
1989,11
1990,8
1991,2
1992,5
1993,11
1994,8
1995,7
1996,1
1997,5
1998,8
1999,9
2000,1
2001,9
2002,10
2003,4
2004,6
2005,2
2006,12
2007,10
2008,9
2009,8
2010,2
2011,0
2012,8
2013,5
2014,12
2015,9
2016,11
2017,8
2018,12
2019,11
2020,1
2021,4
2022,7
2023,8
2024,5
2025,1
2026,12
2027,11
2028,11
2029,10
2030,3
2031,5
2032,9
2033,9
2034,6
2035,2
2036,4
2037,9
2038,9
2039,10
2040,4
2041,9
2042,9
2043,8
2044,9
2045,9
2046,1
2047,3
2048,0
2049,0
2050,8
2051,1
2052,3
2053,12
2054,8
2055,7
2056,9
2057,6
2058,0
2059,12
2060,12
2061,6
2062,4
2063,10
2064,3
2065,7
2066,6
2067,5
2068,0
2069,7
2070,0
2071,3
2072,11
2073,5
2074,3
2075,1
2076,0
2077,12
2078,9
2079,5
2080,6
2081,11
2082,11
2083,1
2084,3
2085,6
2086,1
2087,10
2088,3
2089,10
2090,3
2091,5
2092,6
2093,10
2094,1
2095,7
2096,7
2097,12
2098,7
2099,7
2100,5
2101,5
2102,1
2103,0
2104,3
2105,0
2106,1
2107,0
2108,7
2109,1
2110,6
2111,6
2112,3
2113,0
2114,8
2115,0
2116,3
2117,5
2118,9
2119,5
2120,8
2121,7
2122,12
2123,7
2124,8
2125,2
2126,6
2127,0
2128,7
2129,3
2130,3
2131,4
2132,3
2133,8
2134,11
2135,2
2136,11
2137,0
2138,8
2139,10
2140,0
2141,0
2142,0
2143,1
2144,8
2145,12
2146,9
2147,3
2148,11
2149,7
2150,2
2151,8
2152,12
2153,1
2154,1
2155,10
2156,8
2157,0
2158,1
2159,6
2160,10
2161,1
2162,12
2163,2
2164,12
2165,3
2166,0
2167,3
2168,2
2169,8
2170,0
2171,5
2172,6
2173,5
2174,12
2175,9
2176,9
2177,5
2178,2
2179,8
2180,0
2181,2
2182,1
2183,11
2184,10
2185,9
2186,10
2187,7
2188,1
2189,8
2190,2
2191,11
2192,11
2193,3
2194,5
2195,6
2196,2
2197,12
2198,3
2199,12
2200,8
2201,11
2202,12
2203,6
2204,7
2205,1
2206,9
2207,2
2208,1
2209,1
2210,8
2211,11
2212,5
2213,11
2214,6
2215,8
2216,11
2217,8
2218,0
2219,6
2220,12
2221,11
2222,12
2223,1
2224,1
2225,11
2226,1
2227,7
2228,11
2229,4
2230,7
2231,12
2232,10
2233,8
2234,2
2235,2
2236,1
2237,12
2238,10
2239,6
2240,8
2241,12
2242,9
2243,1
2244,7
2245,5
2246,0
2247,2
2248,3
2249,2
2250,0
2251,4
2252,11
2253,6
2254,12
2255,8
2256,10
2257,9
2258,1
2259,5
2260,10
2261,0
2262,2
2263,12
2264,11
2265,10
2266,11
2267,10
2268,9
2269,0
2270,5
2271,12
2272,3
2273,5
2274,6
2275,6
2276,7
2277,9
2278,9
2279,9
2280,6
2281,8
2282,11
2283,5
2284,7
2285,7
2286,9
2287,0
2288,7
2289,1
2290,7
2291,11
2292,8
2293,1
2294,5
2295,8
2296,5
2297,12
2298,11
2299,8
2300,0
2301,6
2302,2
2303,8
2304,0
2305,9
2306,11
2307,10
2308,1
2309,5
2310,2
2311,10
2312,0
2313,1
2314,2
