Id,Category
544,8
545,6
546,6
547,6
548,12
549,11
550,6
551,8
552,11
553,6
554,8
555,6
556,11
557,11
558,12
559,11
560,11
561,6
562,8
563,6
564,8
565,6
566,3
567,11
568,12
569,12
570,11
571,6
572,6
573,8
574,12
575,12
576,11
577,8
578,11
579,8
580,6
581,6
582,11
583,6
584,6
585,12
586,12
587,12
588,6
589,6
590,6
591,11
592,6
593,8
594,12
595,8
596,6
597,12
598,11
599,6
600,6
601,6
602,6
603,12
604,6
605,12
606,6
607,6
608,6
609,6
610,6
611,11
612,8
613,11
614,11
615,6
616,12
617,6
618,11
619,6
620,6
621,6
622,8
623,12
624,8
625,6
626,6
627,12
628,8
629,6
630,8
631,6
632,6
633,12
634,8
635,6
636,11
637,8
638,6
639,6
640,6
641,6
642,11
643,6
644,11
645,11
646,11
647,6
648,11
649,6
650,8
651,12
652,6
653,6
654,6
655,6
656,12
657,6
658,11
659,6
660,8
661,8
662,8
663,6
664,6
665,6
666,11
667,6
668,11
669,6
670,8
671,11
672,11
673,12
674,6
675,6
676,6
677,11
678,12
679,6
680,6
681,6
682,12
683,8
684,11
685,6
686,6
687,8
688,8
689,6
690,8
691,12
692,11
693,12
694,6
695,11
696,6
697,11
698,8
699,12
700,6
701,6
702,11
703,12
704,6
705,8
706,8
707,6
708,11
709,6
710,6
711,8
712,11
713,6
714,11
715,6
716,8
717,11
718,8
719,12
720,6
721,12
722,11
723,12
724,6
725,8
726,6
727,6
728,6
729,11
730,12
731,6
732,6
733,6
734,11
735,8
736,11
737,11
738,3
739,8
740,12
741,12
742,6
743,12
744,8
745,12
746,6
747,6
748,12
749,12
750,6
751,6
752,12
753,6
754,12
755,6
756,6
757,11
758,12
759,11
760,3
761,11
762,11
763,8
764,11
765,6
766,8
767,11
768,11
769,11
770,6
771,6
772,11
773,11
774,6
775,6
776,6
777,6
778,11
779,11
780,6
781,6
782,6
783,11
784,11
785,6
786,6
787,7
788,11
789,12
790,6
791,6
792,6
793,8
794,11
795,11
796,11
797,11
798,8
799,6
800,11
801,11
802,11
803,11
804,12
805,11
806,11
807,6
808,12
809,12
810,8
811,12
812,6
813,6
814,11
815,8
816,8
817,3
818,11
819,11
820,6
821,11
822,12
823,11
824,6
825,12
826,6
827,6
828,6
829,6
830,6
831,3
832,6
833,8
834,6
835,11
836,11
837,8
838,12
839,11
840,8
841,8
842,12
843,12
844,8
845,6
846,11
847,12
848,12
849,6
850,6
851,3
852,11
853,6
854,6
855,6
856,6
857,6
858,6
859,12
860,12
861,11
862,8
863,11
864,11
865,6
866,6
867,11
868,8
869,6
870,12
871,12
872,6
873,12
874,11
875,8
876,11
877,6
878,11
879,11
880,8
881,6
882,6
883,6
884,12
885,6
886,8
887,12
888,8
889,3
890,11
891,8
892,12
893,8
894,6
895,12
896,12
897,11
898,6
899,12
900,6
901,12
902,11
903,12
904,6
905,12
906,11
907,11
908,6
909,6
910,6
911,11
912,12
913,6
914,11
915,8
916,11
917,12
918,11
919,6
920,6
921,6
922,6
923,12
924,12
925,12
926,12
927,6
928,6
929,6
930,12
931,8
932,11
933,6
934,6
935,6
936,8
937,11
938,11
939,6
940,8
941,6
942,6
943,6
944,11
945,8
946,11
947,12
948,6
949,8
950,6
951,11
952,6
953,6
954,8
955,12
956,12
957,11
958,8
959,11
960,12
961,6
962,8
963,6
964,6
965,11
966,11
967,6
968,8
969,11
970,6
971,11
972,6
973,12
974,6
975,12
976,6
977,8
978,12
979,6
980,6
981,6
982,12
983,6
984,8
985,6
986,8
987,6
988,11
989,11
990,11
991,11
992,12
993,11
994,6
995,11
996,6
997,11
998,11
999,6
1000,8
1001,11
1002,12
1003,6
1004,8
1005,6
1006,6
1007,12
1008,11
1009,6
1010,11
1011,6
1012,6
1013,8
1014,12
1015,11
1016,8
1017,6
1018,6
1019,11
1020,11
1021,11
1022,6
1023,8
1024,11
1025,6
1026,11
1027,12
1028,12
1029,11
1030,6
1031,8
1032,11
1033,6
1034,8
1035,6
1036,11
1037,12
1038,11
1039,8
1040,11
1041,11
1042,8
1043,11
1044,12
1045,8
1046,6
1047,11
1048,11
1049,11
1050,6
1051,12
1052,6
1053,6
1054,12
1055,8
1056,11
1057,12
1058,11
1059,6
1060,8
1061,6
1062,12
1063,6
1064,6
1065,11
1066,11
1067,8
1068,6
1069,11
1070,12
1071,6
1072,6
1073,8
1074,12
1075,6
1076,6
1077,8
1078,12
1079,11
1080,11
1081,6
1082,11
1083,11
1084,11
1085,11
1086,6
1087,8
1088,6
1089,11
1090,6
1091,12
1092,6
1093,8
1094,6
1095,6
1096,12
1097,11
1098,11
1099,6
1100,6
1101,12
1102,6
1103,6
1104,6
1105,6
1106,6
1107,11
1108,12
1109,6
1110,11
1111,6
1112,11
1113,11
1114,12
1115,8
1116,11
1117,11
1118,11
1119,6
1120,6
1121,6
1122,12
1123,8
1124,6
1125,12
1126,11
1127,11
1128,7
1129,11
1130,8
1131,11
1132,6
1133,11
1134,6
1135,6
1136,6
1137,8
1138,11
1139,6
1140,11
1141,11
1142,8
1143,6
1144,12
1145,11
1146,11
1147,11
1148,8
1149,11
1150,6
1151,12
1152,12
1153,6
1154,11
1155,11
1156,8
1157,12
1158,6
1159,11
1160,3
1161,6
1162,6
1163,11
1164,8
1165,8
1166,6
1167,6
1168,6
1169,12
1170,3
1171,6
1172,11
1173,12
1174,6
1175,11
1176,11
1177,8
1178,8
1179,12
1180,11
1181,11
1182,6
1183,11
1184,8
1185,11
1186,6
1187,11
1188,6
1189,6
1190,11
1191,8
1192,6
1193,8
1194,12
1195,8
1196,11
1197,11
1198,6
1199,11
1200,6
1201,11
1202,11
1203,6
1204,11
1205,11
1206,8
1207,11
1208,6
1209,6
1210,6
1211,6
1212,12
1213,12
1214,11
1215,6
1216,6
1217,11
1218,11
1219,6
1220,11
1221,6
1222,11
1223,6
1224,12
1225,6
1226,11
1227,3
1228,6
1229,6
1230,11
1231,11
1232,6
1233,6
1234,8
1235,11
1236,12
1237,11
1238,12
1239,6
1240,6
1241,11
1242,6
1243,11
1244,6
1245,6
1246,6
1247,11
1248,12
1249,11
1250,11
1251,6
1252,12
1253,8
1254,8
1255,8
1256,11
1257,6
1258,6
1259,6
1260,6
1261,12
1262,12
1263,8
1264,6
1265,12
1266,11
1267,6
1268,11
1269,11
